title,company,city,salary,source,collected_at
Менеджер по работе с клиентами / аккаунт менеджер,GEOCLIENT,Нижний Новгород,,zarplata.ru,2026-05-09 16:53:04
"SMM-менеджер / Контент-мейкер, креатор",Arsenal,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:04
Специалист по управлению ресурсами,"ГК Рики (Смешарики, Фиксики, Малышарики, Финник, Тима и Тома и другие)",Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:04
Руководитель маркетплейсов,КОРТЕС Консалтинг,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:04
Агент по продаже вторичной недвижимости (отдел трейд ин),do A.S.A.P.,"Москва, р-н Марьина Роща",,zarplata.ru,2026-05-09 16:53:04
Менеджер по работе с ключевыми клиентами (КАМ),ООО Другой Продукт,"Краснодар, р-н Прикубанский",,zarplata.ru,2026-05-09 16:53:04
Менеджер по работе с маркетплейсами/Е-commerce менеджер,ЗАО Комбинат мучнисто-кондитерских изделий Добрынинский,Москва,,zarplata.ru,2026-05-09 16:53:04
Team Lead Quality Assurance Support (iGaming),JT marketing,Москва,,zarplata.ru,2026-05-09 16:53:04
Менеджер по подбору персонала (офис),ООО Альянс Групп,Нижний Новгород,,zarplata.ru,2026-05-09 16:53:05
Контент-маркетолог / СММ специалист / Digital маркетолог,ООО Аквилио,Нижний Новгород,,zarplata.ru,2026-05-09 16:53:05
Менеджер по работе с ключевыми клиентами (аптечные сети) / Key Account Manager (Pharma),ООО Green Side,Москва,,zarplata.ru,2026-05-09 16:53:05
Управляющая/управляющий в сеть Premium студии растяжки Lady Stretch,Студия растяжки Lady Stretch,"Барнаул, р-н Железнодорожный",,zarplata.ru,2026-05-09 16:53:05
Оценщик бизнеса и интеллектуальной собственности,ООО Вэлью АРКА консалтинг,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:05
Менеджер по операционной работе / специалист по документообороту (ритейл),GrowFood,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:05
Коммерческий директор (CCO),АО Лизинговая Компания Евразия Авто Финанс,Москва,,zarplata.ru,2026-05-09 16:53:06
Специалист отдела поддержки в туркомпанию,ООО Сахтрэвел,"Южно-Сахалинск, Коммунистический проспект, 31Б",,zarplata.ru,2026-05-09 16:53:06
Управляющий грузинским рестораном на территории Аэропорта Пулково,ООО Крафт,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:06
Торговый представитель на продукты питания,ООО Регион Север,"Якутск, Автодорожная улица, 38/35",,zarplata.ru,2026-05-09 16:53:06
Руководитель отдела продаж ( бакалея ),ИП Гулуа Миндиа Амиранович,"Краснодар, р-н Карасунский",,zarplata.ru,2026-05-09 16:53:06
Менеджер маркетплейсов Wildberries,B'OANSE,Москва,,zarplata.ru,2026-05-09 16:53:06
Директор по развитию/Маркетолог,Клиника эстетической косметологии и здоровья БьютиМед,"Пермь, р-н Ленинский",,zarplata.ru,2026-05-09 16:53:12
Ведущий экономист,Группа компаний НИКС,"Челябинск, р-н Советский",,zarplata.ru,2026-05-09 16:53:12
Коммерческий директор в Sciencely,Sciencely,Москва,,zarplata.ru,2026-05-09 16:53:13
"Экономист (управленческий учет, 1С ERP)",ООО Наш Инструмент,"Красноярск, р-н Ленинский",,zarplata.ru,2026-05-09 16:53:13
"Руководитель отдела квалификаторов (b2b, готовая база)",ООО 3ДБИЛД,Москва,,zarplata.ru,2026-05-09 16:53:13
Продюсер / маркетолог онлайн школы (умные дома / офис),ООО Инттехно,"Москва, р-н Басманный",,zarplata.ru,2026-05-09 16:53:13
Менеджер по e-commerce (зарубежный и РФ рынок),ООО Хилби,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:13
Project менеджер,Компания Дукат,"Пенза, р-н Первомайский",,zarplata.ru,2026-05-09 16:53:13
Технический Cпециалист / Специалист по рассылкам / GetCourse и SaleBot,LifeStyleGroup,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:13
Руководитель отдела продаж маркетплейсов,Bike4You,Ковров,,zarplata.ru,2026-05-09 16:53:14
"Маркетолог (AI-платформа, B2B)",ИП Штумпф Юрий Геннадьевич,Москва,,zarplata.ru,2026-05-09 16:53:14
Менеджер по развитию интернет-продаж / E-commerce менеджер,ООО БК-Приводная арматура,"Екатеринбург, р-н Кировский",,zarplata.ru,2026-05-09 16:53:14
"Руководитель группы продаж (холодные продажи, В2В)",ООО Ли Хуа Групп,Москва,,zarplata.ru,2026-05-09 16:53:14
Таргетолог,ИП Щербинкин Дмитрий Александрович,Москва,,zarplata.ru,2026-05-09 16:53:14
Интернет-маркетолог (Middle),ООО ОртоДэй,"Краснодар, р-н Западный",,zarplata.ru,2026-05-09 16:53:14
Инженер по тестированию программного обеспечения,ООО Меридиан Инжиниринг,"Пермь, р-н Дзержинский",,zarplata.ru,2026-05-09 16:53:14
Менеджер по продажам (БФЛ),Центр Защиты Должников,Москва,,zarplata.ru,2026-05-09 16:53:14
Директор по развитию бизнеса B2B,ООО ЦОТЭБ,Москва,,zarplata.ru,2026-05-09 16:53:14
Продуктовый маркетолог,Компания НБТ,"село Каменка, Заводская улица",,zarplata.ru,2026-05-09 16:53:14
Специалист отдела финансово-экономического анализа и контроллинга,ПАО Россети Волга,"Саратов, р-н Волжский",,zarplata.ru,2026-05-09 16:53:15
Помощник менеджера маркетплейсов,ONYPLAX,Новосибирск,,zarplata.ru,2026-05-09 16:53:15
Тим Лид отдела продаж,Vteme,Москва,,zarplata.ru,2026-05-09 16:53:15
Трафик-менеджер (Middle),ООО Айсистемс,Москва,,zarplata.ru,2026-05-09 16:53:15
"Менеджер по продажам на маркетплейсах (ОZОN, Яндекс маркет)",ООО Гарден Рус,Москва,,zarplata.ru,2026-05-09 16:53:15
"Директолог c навыками арбитража/ Специалист по трафику (Яндекс, VK, тизерные сети)",ООО НПО Технологии и Продукты Здоровья,Москва,,zarplata.ru,2026-05-09 16:53:15
Менеджер маркетплейс (Озон),Восток РЦ,Екатеринбург,,zarplata.ru,2026-05-09 16:53:22
Менеджер по развитию продаж (инженерная сантехника),Проконсим,"Краснодар, р-н Центральный",,zarplata.ru,2026-05-09 16:53:22
Менеджер отдела контроля качества,ООО ТД Воткинский завод теплоизоляционных материалов,"Нижний Новгород, р-н Сормовский",,zarplata.ru,2026-05-09 16:53:23
Методист отдела обучения,ООО Свит Лайф Фудсервис,"Нижний Новгород, р-н Ленинский",,zarplata.ru,2026-05-09 16:53:23
Эксперт отдела цифровой трансформации,ГКУ НСО РИЦ,"Новосибирск, р-н Железнодорожный",,zarplata.ru,2026-05-09 16:53:23
Руководитель проектов в области финансов и логистики,Volna.tech,Москва,,zarplata.ru,2026-05-09 16:53:23
Инженер технической поддержки (2-я линия),ЛайфИТ,"Москва, р-н Филёвский Парк",,zarplata.ru,2026-05-09 16:53:23
"Менеджер по маркетплейсам (Ozon, WB, Яндекс.Маркет)",ООО Эй Би Ритейл,Москва,,zarplata.ru,2026-05-09 16:53:23
Контент-менеджер,ООО ИГРО,Москва,,zarplata.ru,2026-05-09 16:53:23
Продуктовый маркетолог/Product marketing manager,ООО Чек Офис,Москва,,zarplata.ru,2026-05-09 16:53:23
Ассистент инвестиционного отдела (коммерческая недвижимость),IPG.Estate,Москва,,zarplata.ru,2026-05-09 16:53:24
Account / project manager (digital),AstraLab,Москва,,zarplata.ru,2026-05-09 16:53:24
Заместитель начальника сметного отдела,ООО СТН ГРУПП,Нижний Новгород,,zarplata.ru,2026-05-09 16:53:24
Директор по маркетингу (Бренд спортивного питания),ООО БИГ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:24
Региональный менеджер по продажам (Горнорудное направление),"Персонал-Exclusive, Первое рекрутинговое агентство",Самара,,zarplata.ru,2026-05-09 16:53:24
Маркетолог (направление радиоохранной сигнализации),"Интеграл+, НПФ","Казань, р-н Советский",,zarplata.ru,2026-05-09 16:53:24
"Маркетолог / Performance-маркетолог (B2B, ВЭД)",ООО Точные поставки,"Смоленск, р-н Промышленный",,zarplata.ru,2026-05-09 16:53:24
Golang разработчик (Senior),Kinescope,Москва,,zarplata.ru,2026-05-09 16:53:24
Менеджер маркетплейсов / Account Manager Amazon/Noon,Electra wowbikes,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:24
"Ведущий специалист по планированию, анализу и отчетности сопутствующего бизнеса в СНГ",ООО «Газпромнефть-Центр»,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:25
Специалист тендерного отдела (медицина),ООО ДельтаМед,"Москва, р-н Чертаново Центральное",,zarplata.ru,2026-05-09 16:53:25
Руководитель товарного направления (строительные материалы),ООО Кровля и Изоляция,Москва,,zarplata.ru,2026-05-09 16:53:25
Тренер по продажам,SILENKO AUTOcratia,"Красноярск, р-н Октябрьский",,zarplata.ru,2026-05-09 16:53:25
Ведущий менеджер по развитию ассортимента,"Лента, федеральная розничная сеть, Работа в офисе",Москва,,zarplata.ru,2026-05-09 16:53:25
Руководитель отдела продаж (Автобизнес),SILENKO AUTOcratia,"Красноярск, р-н Октябрьский",,zarplata.ru,2026-05-09 16:53:25
Главный специалист в планово - экономический отдел,"ПАО «Газпром нефть» Финансы, экономика и стратегическое развитие",Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:25
Менеджер интернет-магазина,ООО ПФ Поллет,"Краснодар, р-н Карасунский",,zarplata.ru,2026-05-09 16:53:25
Лидер команды маркетинга (BML – бренд мужской одежды премиум – класса),BML,Москва,,zarplata.ru,2026-05-09 16:53:25
Управляющий сетью ювелирно-часовых салонов в Мурманске,Не указана,Мурманск,,zarplata.ru,2026-05-09 16:53:25
Менеджер маркетплейса OZON,ООО Текстильно,Москва,,zarplata.ru,2026-05-09 16:53:26
Head of Marketing,ООО GSB MOTO,Москва,,zarplata.ru,2026-05-09 16:53:26
"Менеджер по работе с маркетплейсами (ЯМ, Озон)",ООО ШАХИНТЕКС Интернешнл Компани,"Ростов-на-Дону, р-н Первомайский",,zarplata.ru,2026-05-09 16:53:26
Продюсер-маркетолог запуска в онлайн школу,Прорыв,Москва,,zarplata.ru,2026-05-09 16:53:26
HR-рекрутёр,Клиника АЛЕКСАНДРИЯ,Нижний Новгород,,zarplata.ru,2026-05-09 16:53:26
Менеджер по закупкам,"Шкуренко, Торговый дом","Омск, р-н Центральный",,zarplata.ru,2026-05-09 16:53:32
CRM специалист,АО БАЗАР,Москва,,zarplata.ru,2026-05-09 16:53:32
Специалист по прямым продажам ( Клининг ),Чистим с умом,Новосибирск,,zarplata.ru,2026-05-09 16:53:32
Супервайзер ВОЛОГДА,ООО Гранд-Стар,Вологда,,zarplata.ru,2026-05-09 16:53:32
"Маркетолог - свободный график, удалёнка",Karaoke Lounge,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:32
Торговый представитель (Санкт-Петербург),ООО Фовин,"Санкт-Петербург, р-н Центральный",,zarplata.ru,2026-05-09 16:53:32
Главный бухгалтер/Специалист по ГОЗ(275-ФЗ),ООО Эквант,Москва,,zarplata.ru,2026-05-09 16:53:33
Кладовщик по работе с возвратами маркетплейсов (склад),ООО Смарт хаб,Подольск,,zarplata.ru,2026-05-09 16:53:33
Руководитель проектов (региональный менеджер по продажам Архитектурных систем INICIAL),Урало-Сибирская профильная компания,"Берёзовский, улица Коммуны, 86",,zarplata.ru,2026-05-09 16:53:33
Торговый представитель (Краснодар),ООО Фовин,"Краснодар, р-н Центральный",,zarplata.ru,2026-05-09 16:53:33
Руководитель Legaltech-направления (IP / защита брендов),BRANDPOL,Екатеринбург,,zarplata.ru,2026-05-09 16:53:33
Автоброкер/Менеджер по продажам автомобилей,Чин Кар (ИП Камчук Анна Александровна),"Хабаровск, р-н Железнодорожный",,zarplata.ru,2026-05-09 16:53:33
"Менеджер по продажам (B2B, IT-услуги и продукты)",Клируэй Текнолоджис,Москва,,zarplata.ru,2026-05-09 16:53:33
"Менеджер по сопровождению клиентов / Account Manager (ночные смены, английский B2+)",Jobers,Москва,,zarplata.ru,2026-05-09 16:53:33
Менеджер по работе с маркетплейсом WB / OZON (офис),ООО Юдан,"Санкт-Петербург, р-н Красногвардейский",,zarplata.ru,2026-05-09 16:53:34
Директор по продажам и клиентскому внедрению AI MedTech-решений,ООО СберМедИИ,"Москва, р-н Можайский",,zarplata.ru,2026-05-09 16:53:34
Управляющий магазином (Внуково Аутлет),ООО Эмилиано Запата,деревня Лапшинка,,zarplata.ru,2026-05-09 16:53:34
Архитектор-продуктолог,ООО Запстрой,"Коммунар, Малый переулок, 1",,zarplata.ru,2026-05-09 16:53:34
Супервайзер отдела продаж,ООО Супермаркет ДВ,"Хабаровск, р-н Индустриальный",,zarplata.ru,2026-05-09 16:53:34
Торговый представитель (Уфа),ООО Фовин,"Уфа, р-н Советский",,zarplata.ru,2026-05-09 16:53:35
Специалист по поиску и просчёту тендеров,ИП Горбачева Татьяна Анатольевна,Москва,,zarplata.ru,2026-05-09 16:53:35
Маркетолог по привлечению клиентов / трафик и лидогенерация (офлайн-клубы),ИП Верещавин Алексей Сергеевич,Москва,,zarplata.ru,2026-05-09 16:53:35
Performance-маркетолог (middle) / Специалист по перформанс-маркетингу,IT-Agency,"Москва, р-н Тверской",,zarplata.ru,2026-05-09 16:53:35
Менеджер по логистике,ООО РОКОТТ Транс,Москва,,zarplata.ru,2026-05-09 16:53:36
SEO-специалист (стажер),ООО Студия Арт Нэт,"Киров, р-н Ленинский",,zarplata.ru,2026-05-09 16:53:36
Менеджер тендерного отдела,ООО ЭталонЦентр,"посёлок городского типа Томилино, территория Логистический Центр, к29",,zarplata.ru,2026-05-09 16:53:36
Земельный брокер/менеджер по продажам земельные участки,Прогресс,Москва,,zarplata.ru,2026-05-09 16:53:36
HR специалист,ООО Пожгазприбор,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:36
Senior Product Manager,Образовательная платформа Альфа-Курс,Москва,,zarplata.ru,2026-05-09 16:53:37
Начинающий специалист по продажам (входящие заявки),ТРЕНД НОВОСТРОЙКИ,"Москва, р-н Басманный",,zarplata.ru,2026-05-09 16:53:37
Руководитель проектов 1С,Инфостарт,"Новосибирск, р-н Центральный",,zarplata.ru,2026-05-09 16:53:37
"Категорийный менеджер, менеджер по закупкам",ООО О.Т.П.,"Оренбург, р-н Дзержинский",,zarplata.ru,2026-05-09 16:53:37
Ассистент менеджера Wildberries,ООО Интершуз,Москва,,zarplata.ru,2026-05-09 16:53:37
Специалист по экономической безопасности и финансовому контролю,Корстон - Серпухов,"Серпухов, Борисовское шоссе, 1",,zarplata.ru,2026-05-09 16:53:37
"Системный администратор / IT-специалист(офис, 1С, CRM, сайт)(Красногорск)",jobcart.ru,деревня Гольёво,,zarplata.ru,2026-05-09 16:53:45
Менеджер по логистике и закупкам,ООО ОПТЕН-КАБЕЛЬ,"деревня Суоранда, Рабочая улица, 2Б",,zarplata.ru,2026-05-09 16:53:45
Интернет-маркетолог (SEO & digital),ООО Диджитал Дженерейшен,Москва,,zarplata.ru,2026-05-09 16:53:45
Управляющая/управляющий косметологической клиникой,ООО РС-Пространсво Косметолога,"Красноярск, р-н Центральный",,zarplata.ru,2026-05-09 16:53:45
Специалист отдела претензионной работы (chargeback),Miractal,Москва,,zarplata.ru,2026-05-09 16:53:45
Мастер (приемщик) локомотивов,ООО Локотех-Промсервис,"Кириши, Ленинградская улица, 12",,zarplata.ru,2026-05-09 16:53:45
Ассистент тренера отдела продаж,ИП Казарина А.Н.,Москва,,zarplata.ru,2026-05-09 16:53:45
Координатор-секретарь,ООО Биг Фэмели,Москва,,zarplata.ru,2026-05-09 16:53:45
"Руководитель маркетинга / PMM, B2C финтех",КФХ Яцкин Роман Эдуардович,Москва,,zarplata.ru,2026-05-09 16:53:45
Медицинский регистратор,Городская инфекционная клиническая больница №1,"посёлок Садовый, Берёзовая улица, 15",,zarplata.ru,2026-05-09 16:53:45
Агент по продаже недвижимости (на лидах),Международное агентство недвижимости,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:46
Экономист коммерческого отдела (услуги аутсорсинга рабочего персонала),ООО БИЗИ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:46
"Менеджер по продукту в команду ""дебетовые карты""",ПАО КБ Уральский банк реконструкции и развития (УБРиР),Екатеринбург,,zarplata.ru,2026-05-09 16:53:46
Middle SEO-специалист (Бурж),ООО Раш Эдженси,"Москва, р-н Можайский",,zarplata.ru,2026-05-09 16:53:46
Менеджер по франчайзингу,ООО А Спорт,Москва,,zarplata.ru,2026-05-09 16:53:46
Менеджер по ведению маркетплейсов,ООО ЭксклюзивКосметик,Екатеринбург,,zarplata.ru,2026-05-09 16:53:46
PR Manager (стратегия + личный бренд основателя),ГРИДЕМ,Москва,,zarplata.ru,2026-05-09 16:53:46
Секретарь-делопроизводитель,ООО Научно-Производственное предприятие Терраватт,"Липецк, р-н Левобережный",,zarplata.ru,2026-05-09 16:53:46
"Ведущий менеджер по продажам (B2B, IT)",MOTIVITY,Москва,,zarplata.ru,2026-05-09 16:53:46
Юрисконсульт (строительство),Компания NEST,Москва,,zarplata.ru,2026-05-09 16:53:46
Senior User Acquisition Manager/Менеджер по привлечению пользователей,ООО ВАЙБ ГЕЙМС,Москва,,zarplata.ru,2026-05-09 16:53:47
Руководитель отдела продаж / Управляющий в детскую клинику речевой неврологии,ООО Центр речевой неврологии Федора Краминова ДокторНейро,Москва,,zarplata.ru,2026-05-09 16:53:47
Руководитель продаж на маркетплейсах и в онлайн-каналах,ООО Завод металлических изделий,"Соликамск, улица Всеобуча, 162",,zarplata.ru,2026-05-09 16:53:47
Специалист технической поддержки баз 1С (1 линия),ООО Первая Ступень,Москва,,zarplata.ru,2026-05-09 16:53:47
Интернет-маркетолог / Менеджер маркетплейсов,ООО Интернет РЕВОЛЮЦИЯ,"Омск, р-н Центральный",,zarplata.ru,2026-05-09 16:53:47
Директор по региональным продажам производственно-торговой Компании,ООО Металл-Завод,Москва,,zarplata.ru,2026-05-09 16:53:47
Менеджер по продажам логистических услуг (международная логистика),ООО Флай Транс,Екатеринбург,,zarplata.ru,2026-05-09 16:53:47
Директор по региональным продажам в производственно-торговую Компанию,ООО Металл-Завод,"Кубинка, Железнодорожная улица, 1А",,zarplata.ru,2026-05-09 16:53:47
Менеджер по логистике товаров 18+,ООО МарКо,"Казань, р-н Советский",,zarplata.ru,2026-05-09 16:53:47
Контролер качества на производство,ООО ЭМ Рус,Москва,,zarplata.ru,2026-05-09 16:53:48
Data engineer (Стажер),Sapiens solutions,Москва,,zarplata.ru,2026-05-09 16:53:48
Главный бухгалтер,ООО Логист Сибири,Новосибирск,,zarplata.ru,2026-05-09 16:53:48
Media Buyer / Медиабайер (iGaming) In-app / FB / UAC,ИП Турутина Оксана Сергеевна,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:48
